__index__sample	run_index	platform	instrument	BioProject	organism	assay_type	librarylayout	date_sequenced	date_collected	genotype_sam_ss_dpl92	clade_sam	host_disease	strain_sam_ss_dpl139	host_info	country	continent	region	isolation_source	host_scienname	host_confidence	host_commonname
SAMN47464455	SRR32771573	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2025-03-19T11:58:00.000Z	2025-02						USA	North America	Midwest	swab - axilla and/or groin	Homo sapiens	3	human
SAMN46439250	SRR32156491	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-01-28T16:32:00.000Z	2024				UT-UPHL-CAU-2778		USA	North America	Mountain	urine	Homo sapiens	3	human
SAMN43830251	SRR30846298	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-09-30T19:34:00.000Z	2024			Fungal infection	2024CE_09_19_012		USA	North America		clinical	Homo sapiens	3	human
SAMN46901427	SRR32400870	ILLUMINA	NextSeq 1000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-19T15:47:00.000Z	2024-03				MD-MDH-CAU-2400711		USA	North America	Mid-Atlantic	clinical	Homo sapiens	3	human
SAMN42358646	SRR29824955	ILLUMINA	Illumina NovaSeq 6000	PRJNA906339	Candidozyma auris	WGS	PAIRED	2024-07-14T22:00:00.000Z	2023	Clade I					CHN	Asia	Beijing	urine	Homo sapiens	3	human
SAMN44533434	SRR31192911	ILLUMINA	Illumina MiSeq	PRJNA1167312	Candidozyma auris	WGS	PAIRED	2024-11-01T13:54:00.000Z	2023				TN-SPHL-CAU-S0107		USA	North America	Southeast	wound	Homo sapiens	3	human
SAMN49474572	SRR34050347	ILLUMINA	NextSeq 1000	PRJNA1279245	Candidozyma auris	RNA-Seq	PAIRED	2025-06-18T19:51:00.000Z										environmental (wastewater)			
SAMN47619810	SRR32901120	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-03-28T13:37:00.000Z	2025				UT-UPHL-CAU-3163		USA	North America	Mountain	blood	Homo sapiens	3	human
SAMN42533499	SRR29845857	ILLUMINA	Illumina MiSeq	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2024-07-16T15:14:00.000Z	2024-06						USA	North America	Midwest	urine	Homo sapiens	3	human
SAMN44245608	SRR30946456	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-10T18:54:00.000Z	2024			Fungal infection	2024CE_09_19_797		USA	North America		clinical	Homo sapiens	3	human
SAMN47871319	SRR33066139	ILLUMINA	Illumina MiSeq	PRJNA1167312	Candidozyma auris	WGS	PAIRED	2025-04-10T10:42:00.000Z	2024				TN-SPHL-CAU-S0184		USA	North America	Southeast	blood	Homo sapiens	3	human
SAMN43829758	SRR30867957	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-02T18:01:00.000Z	2024			Fungal infection	2024CE_09_19_513		USA	North America		clinical	Homo sapiens	3	human
SAMN48186728	SRR33347462	ILLUMINA	Illumina NovaSeq X	PRJNA904373	Candidozyma auris	WGS	PAIRED	2025-04-28T21:47:00.000Z	2025						USA	North America	IL	nares	Homo sapiens	3	human
SAMN47101930	SRR32497799	ILLUMINA	Illumina MiSeq	PRJNA1167312	Candidozyma auris	WGS	PAIRED	2025-02-26T12:48:00.000Z	2023				TN-SPHL-CAU-S0145		USA	North America	Southeast	urine	Homo sapiens	3	human
SAMN47871317	SRR33066141	ILLUMINA	Illumina MiSeq	PRJNA1167312	Candidozyma auris	WGS	PAIRED	2025-04-10T10:42:00.000Z	2024				TN-SPHL-CAU-S0182		USA	North America	Southeast	urine	Homo sapiens	3	human
SAMN44246150	SRR30946965	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-10T20:04:00.000Z	2024			Fungal infection	2024CE_09_19_809		USA	North America		clinical	Homo sapiens	3	human
SAMN43817314	SRR30844609	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-09-30T18:42:00.000Z	2024			Fungal infection	2024CE_09_18_213		USA	North America		clinical	Homo sapiens	3	human
SAMN48849056	SRR33789647	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-06-02T12:14:00.000Z	2024-11						USA	North America	Midwest	urine	Homo sapiens	3	human
SAMN44245458	SRR30946429	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-10T18:23:00.000Z	2024			Fungal infection	2024CE_09_19_669		USA	North America		clinical	Homo sapiens	3	human
SAMN47383572	SRR32698653	ILLUMINA	Illumina MiSeq	PRJNA1167312	Candidozyma auris	WGS	PAIRED	2025-03-14T10:33:00.000Z	2024				TN-SPHL-CAU-S0173		USA	North America	Southeast	blood	Homo sapiens	3	human
SAMN49444706	SRR34036498	ILLUMINA	NextSeq 1000	PRJNA1279182	Candidozyma auris	WGS	PAIRED	2025-06-18T14:53:00.000Z	2023				NV-WW-CAU-0324C106W		USA	North America	NV	environmental (wastewater)			
SAMN44513368	SRR31174794	ILLUMINA	Illumina MiSeq	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2024-10-30T17:08:00.000Z	2023-03				MD-MDH-CAU-2300350		USA	North America	Mid-Atlantic	blood	Homo sapiens	3	human
SAMN47516720	SRR32811371	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-03-21T16:23:00.000Z	2025				UT-UPHL-CAU-2965		USA	North America	Mountain		Homo sapiens	3	human
SAMN45036405	SRR31488800	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2024-11-25T12:35:00.000Z	2024				UT-UPHL-CAU-2579		USA	North America	Mountain		Homo sapiens	3	human
SAMN44244924	SRR30945923	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-10T17:07:00.000Z	2024			Fungal infection	2024CE_09_19_527		USA	North America		clinical	Homo sapiens	3	human
SAMN44524299	SRR31185171	ILLUMINA	Illumina MiSeq	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2024-10-31T17:20:00.000Z	2023-04				MD-MDH-CAU-2400030		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN44244882	SRR30945886	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-10T17:07:00.000Z	2024			Fungal infection	2024CE_09_19_569		USA	North America		clinical	Homo sapiens	3	human
SAMN47225684	SRR32576266	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-03-05T13:10:00.000Z	2025				UT-UPHL-CAU-3014		USA	North America	Mountain		Homo sapiens	3	human
SAMN48411030	SRR33502166	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-05-09T18:56:00.000Z	2023-05						USA	North America	Midwest	urine	Homo sapiens	3	human
SAMN44002131	SRR30847238	ILLUMINA	Illumina NovaSeq X	PRJNA1164417	Candidozyma auris	WGS	PAIRED	2024-09-30T21:30:00.000Z	2023-11				128-CA		PAK	Asia	Karachi	urine	Homo sapiens	3	human
SAMN41406117	SRR29041640	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2024-05-15T16:17:00.000Z	2024-02						USA	North America	Midwest	wound	Homo sapiens	3	human
SAMN47393684	SRR32706184	DNBSEQ	DNBSEQ-T7	PRJNA1236522	Candidozyma auris	WGS	PAIRED	2025-03-15T04:05:00.000Z	2024				FDBJ592		CHN	Asia		culture	Homo sapiens	3	human
SAMN48349255	SRR33438396	ILLUMINA	NextSeq 500	PRJNA918317	Candidozyma auris	WGS	PAIRED	2025-05-05T17:46:00.000Z	2024	South Asian					USA	North America	Northeast	swab - axilla and/or groin	Homo sapiens	3	human
SAMN43987814	SRR30838310	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2024-09-30T10:11:00.000Z	2024-07						USA	North America	Midwest	urine	Homo sapiens	3	human
SAMN48793575	SRR33752169	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-05-29T16:49:00.000Z	2025				UT-UPHL-CAU-3290		USA	North America	Mountain	blood	Homo sapiens	3	human
SAMN44245335	SRR30946219	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-10T17:53:00.000Z	2024			Fungal infection	2024CE_09_19_629		USA	North America		clinical	Homo sapiens	3	human
SAMN48288138	SRR33405859	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-01T21:09:00.000Z	2024			Fungal infection	2025CE-CAURIS_05_01_300		USA	North America		clinical	Homo sapiens	3	human
SAMN48186730	SRR33347460	ILLUMINA	Illumina NovaSeq X	PRJNA904373	Candidozyma auris	WGS	PAIRED	2025-04-28T21:38:00.000Z	2025						USA	North America	IL	nares	Homo sapiens	3	human
SAMN48441372	SRR33531248	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-05-12T14:43:00.000Z	2024-01						USA	North America	Midwest	sputum	Homo sapiens	3	human
SAMN43830250	SRR30846297	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-09-30T19:35:00.000Z	2024			Fungal infection	2024CE_09_19_013		USA	North America		clinical	Homo sapiens	3	human
SAMN48311133	SRR33413601	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-02T17:38:00.000Z	2025			Fungal infection	2025CE-CAURIS_05_02_069		USA	North America		clinical	Homo sapiens	3	human
SAMN48441281	SRR33531267	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-05-12T14:43:00.000Z	2023-02						USA	North America	Midwest	clinical	Homo sapiens	3	human
SAMN48851968	SRR33792320	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-06-02T14:20:00.000Z	2025						USA	North America	Mountain		Homo sapiens	3	human
SAMN48849793	SRR33790412	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-06-02T13:09:00.000Z	2025-02						USA	North America	Midwest	axilla	Homo sapiens	3	human
SAMN43521766	SRR30568775	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2024-09-06T10:45:00.000Z	2024-08						USA	North America	Midwest	blood	Homo sapiens	3	human
SAMN44292950	SRR31000075	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2024-10-15T12:05:00.000Z	2024						USA	North America	Mountain		Homo sapiens	3	human
SAMN43830067	SRR30847325	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-09-30T21:26:00.000Z	2024			Fungal infection	2024CE_09_19_197		USA	North America		clinical	Homo sapiens	3	human
SAMN48931696	SRR33858774	ILLUMINA	Illumina NovaSeq X	PRJNA904373	Candidozyma auris	WGS	PAIRED	2025-06-06T12:17:00.000Z	2022						USA	North America	IL	axilla and/or groin	Homo sapiens	3	human
SAMN47225689	SRR32576260	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-03-05T13:10:00.000Z	2025				UT-UPHL-CAU-3028		USA	North America	Mountain	blood	Homo sapiens	3	human
SAMN48286729	SRR33403371	ILLUMINA	Illumina MiniSeq	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-01T16:02:00.000Z	2024			Fungal infection	2025CE-CAURIS_05_01_005		USA	North America		clinical	Homo sapiens	3	human
SAMN46901428	SRR32400869	ILLUMINA	NextSeq 1000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-19T15:46:00.000Z	2024-04				MD-MDH-CAU-2400712		USA	North America	Mid-Atlantic	tracheal aspirate	Homo sapiens	3	human
SAMN48349647	SRR33439085	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-05T18:24:00.000Z	2025			Fungal infection	2025CE-CAURIS_05_05_043		USA	North America		clinical	Homo sapiens	3	human
SAMN45067893	SRR31520377	ILLUMINA	NextSeq 2000	PRJNA988017	Candidozyma auris	WGS	PAIRED	2024-11-26T20:17:00.000Z	2024-10				MN-MNPHL-CAU-240299		USA	North America	Central	axilla and/or groin	Homo sapiens	3	human
SAMN46475554	SRR32170317	ILLUMINA	Illumina MiSeq	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-01-29T14:26:00.000Z	2024-02				MD-MDH-CAU-2400528		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN45036363	SRR31488807	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2024-11-25T12:36:00.000Z	2024				UT-UPHL-CAU-2612		USA	North America	Mountain		Homo sapiens	3	human
SAMN47224930	SRR32575290	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-03-05T11:33:00.000Z	2024				UT-UPHL-CAU-2936		USA	North America	Mountain	bronchial wash	Homo sapiens	3	human
SAMN48348742	SRR33436559	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2025-05-05T16:27:00.000Z	2025-04						USA	North America	Midwest	urine	Homo sapiens	3	human
SAMN47846193	SRR33030092	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2025-04-08T19:27:00.000Z	2025-03						USA	North America	Midwest	pleural fluid	Homo sapiens	3	human
SAMN45173944	SRR31612075	ILLUMINA	Illumina MiSeq	PRJNA1034667	Candidozyma auris	WGS	PAIRED	2024-12-05T02:47:00.000Z	2024						USA	North America	West	bronchial wash	Homo sapiens	3	human
SAMN48286708	SRR33403350	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-01T16:01:00.000Z	2024			Fungal infection	2025CE-CAURIS_05_01_026		USA	North America		clinical	Homo sapiens	3	human
SAMN43817312	SRR30844607	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-09-30T18:42:00.000Z	2024			Fungal infection	2024CE_09_18_215		USA	North America		clinical	Homo sapiens	3	human
SAMN48270131	SRR33392044	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-04-30T22:29:00.000Z	2024			Fungal infection	2025CE-CAURIS_04_30_170		USA	North America		clinical	Homo sapiens	3	human
SAMN43548029	SRR30602319	ILLUMINA	Illumina MiSeq	PRJNA979221	Candidozyma auris	WGS	PAIRED	2024-09-09T12:30:00.000Z	2024						USA	North America		As reported: nasal	Homo sapiens	3	human
SAMN46363245	SRR32076878	ILLUMINA	NextSeq 1000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-01-22T10:44:00.000Z	2023-09				MD-MDH-CAU-2400281		USA	North America	Mid-Atlantic	urine	Homo sapiens	3	human
SAMN47133257	SRR32516137	ILLUMINA	NextSeq 2000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-27T15:46:00.000Z	2024-12				MD-MDH-CAU-2500065		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN43513296	SRR30558137	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2024-09-05T16:30:00.000Z	2024-07						USA	North America	Midwest	blood	Homo sapiens	3	human
SAMN46365167	SRR32079780	ILLUMINA	Illumina MiSeq	PRJNA1034667	Candidozyma auris	WGS	PAIRED	2025-01-22T11:49:00.000Z	2024						USA	North America	West	blood	Homo sapiens	3	human
SAMN46720987	SRR32265913	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-02-07T10:17:00.000Z	2025						USA	North America	Mountain		Homo sapiens	3	human
SAMN48849671	SRR33790320	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-06-02T12:54:00.000Z	2024-12						USA	North America	Midwest	sputum	Homo sapiens	3	human
SAMN46363365	SRR32076982	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-01-22T10:45:00.000Z	2024						USA	North America	Mountain		Homo sapiens	3	human
SAMN44002130	SRR30847239	ILLUMINA	Illumina NovaSeq X	PRJNA1164417	Candidozyma auris	WGS	PAIRED	2024-09-30T21:27:00.000Z	2023-11				127-CA		PAK	Asia	Sheikhupura	ear	Homo sapiens	3	human
SAMN49204586	SRR34016244	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-06-17T18:13:00.000Z	2025-04						USA	North America	Midwest	clinical	Homo sapiens	3	human
SAMN43817275	SRR30846365	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-09-30T19:35:00.000Z	2024			Fungal infection	2024CE_09_18_252		USA	North America		clinical	Homo sapiens	3	human
SAMN48931723	SRR33858679	ILLUMINA	Illumina NovaSeq X	PRJNA904373	Candidozyma auris	WGS	PAIRED	2025-06-06T12:10:00.000Z	2022						USA	North America	IL	axilla and/or groin	Homo sapiens	3	human
SAMN49994861	SRR34559529	ILLUMINA	Illumina MiSeq	PRJNA1034667	Candidozyma auris	WGS	PAIRED	2025-07-16T15:21:00.000Z	2025						USA	North America	West	urine	Homo sapiens	3	human
SAMN44291418	SRR30998156	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2024-10-15T10:53:00.000Z	2024-09						USA	North America	Midwest	blood	Homo sapiens	3	human
SAMN46363169	SRR32076951	ILLUMINA	NextSeq 1000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-01-22T10:46:00.000Z	2023-09				MD-MDH-CAU-2400205		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN46924435	SRR32418511	ILLUMINA	NextSeq 2000	PRJNA988017	Candidozyma auris	WGS	PAIRED	2025-02-20T16:19:00.000Z	2025-01				MN-MNPHL-CAU-250027		USA	North America	Central	blood	Homo sapiens	3	human
SAMN48286667	SRR33403279	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-01T15:53:00.000Z	2024			Fungal infection	2025CE-CAURIS_05_01_067		USA	North America		clinical	Homo sapiens	3	human
SAMN48897449	SRR33832238	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-06-04T16:59:00.000Z	2025			Fungal infection	2025CE-CAURIS_06_04_049		USA	North America		clinical	Homo sapiens	3	human
SAMN48461747	SRR33549203	ILLUMINA	Illumina MiSeq	PRJNA979221	Candidozyma auris	WGS	PAIRED	2025-05-13T17:28:00.000Z	2024						USA	North America		urine	Homo sapiens	3	human
SAMN50301719	SRR34797658	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-07-31T14:04:00.000Z	2025-06						USA	North America	Midwest	axilla and/or groin	Homo sapiens	3	human
SAMN45990714	SRR31835878	ILLUMINA	Illumina MiSeq	PRJNA988017	Candidozyma auris	WGS	PAIRED	2024-12-26T17:37:00.000Z	2024-12				MN-MNPHL-CAU-240356		USA	North America	Central	axilla and/or groin	Homo sapiens	3	human
SAMN44789405	SRR31373082	BGISEQ	MGISEQ-2000RS	PRJNA269675	Candidozyma auris	WGS	PAIRED	2024-11-18T02:49:00.000Z	2022				SCPM-O-F-2061 (KA6)		RUS	Europe	Moscow	culture from blood	Homo sapiens	3	human
SAMN50300283	SRR34795557	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-07-31T11:49:00.000Z	2025						USA	North America	Mountain	wound	Homo sapiens	3	human
SAMN47749776	SRR32950498	DNBSEQ	DNBSEQ-G400	PRJNA1245342	Candidozyma auris	RNA-Seq	PAIRED	2025-04-02T11:18:00.000Z		WT											
SAMN48490476	SRR33562594	ILLUMINA	NextSeq 2000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-05-14T13:08:00.000Z	2025-03				MD-MDH-CAU-2500264		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN48199581	SRR33369994	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-04-29T13:23:00.000Z	2024			Fungal infection	2025CE-CAURIS_04_29_065		USA	North America		clinical	Homo sapiens	3	human
SAMN46231711	SRR31979137	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2025-01-13T12:18:00.000Z	2024-12						USA	North America	Midwest	bronchoalveolar lavage	Homo sapiens	3	human
SAMN42013569	SRR29519699	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2024-06-24T16:33:00.000Z	2024-05						USA	North America	Midwest	sputum	Homo sapiens	3	human
SAMN48349274	SRR33438375	ILLUMINA	NextSeq 500	PRJNA918317	Candidozyma auris	WGS	PAIRED	2025-05-05T17:46:00.000Z	2024	South Asian					USA	North America	Northeast	urine	Homo sapiens	3	human
SAMN48984740	SRR33913268	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-06-10T14:06:00.000Z	2025				UT-UPHL-CAU-3338		USA	North America	Mountain	blood	Homo sapiens	3	human
SAMN46720554	SRR32265697	ILLUMINA	NextSeq 1000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-07T09:35:00.000Z	2024-05				MD-MDH-CAU-2400846		USA	North America	Mid-Atlantic	sputum	Homo sapiens	3	human
SAMN48311198	SRR33413666	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-02T17:43:00.000Z	2024			Fungal infection	2025CE-CAURIS_05_02_004		USA	North America		clinical	Homo sapiens	3	human
SAMN46164700	SRR31932723	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-01-08T15:17:00.000Z	2024						USA	North America	Mountain		Homo sapiens	3	human
SAMN47517309	SRR32812260	ILLUMINA	NextSeq 2000	PRJNA988017	Candidozyma auris	WGS	PAIRED	2025-03-21T16:39:00.000Z	2025-02				MN-MNPHL-CAU-250053		USA	North America	Central	axilla	Homo sapiens	3	human
SAMN43830118	SRR30847376	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-09-30T21:28:00.000Z	2024			Fungal infection	2024CE_09_19_146		USA	North America		clinical	Homo sapiens	3	human
SAMN41805218	SRR29781523	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2024-07-11T13:05:00.000Z	2024-05						USA	North America	Midwest	swab - axilla and/or groin	Homo sapiens	3	human
SAMN45875412	SRR31749878	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2024-12-17T13:18:00.000Z	2024						USA	North America	Mountain	urine	Homo sapiens	3	human
SAMN50212453	SRR34722587	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2025-07-27T12:27:00.000Z	2025-07						USA	North America	Midwest	urine	Homo sapiens	3	human
SAMN44593192	SRR31233543	ILLUMINA	NextSeq 2000	PRJNA988017	Candidozyma auris	WGS	PAIRED	2024-11-05T14:30:00.000Z	2024-10				MN-MNPHL-CAU-240275		USA	North America	Central	nephrostomy	Homo sapiens	3	human
SAMN44512048	SRR31173142	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2024-10-30T16:03:00.000Z	2024						USA	North America	Mountain	axilla	Homo sapiens	3	human
SAMN44727889	SRR31340959	ILLUMINA	NextSeq 2000	PRJNA988017	Candidozyma auris	WGS	PAIRED	2024-11-13T17:59:00.000Z	2024-10				MN-MNPHL-CAU-240285		USA	North America	Central	axilla and/or groin	Homo sapiens	3	human
SAMN46363220	SRR32076934	ILLUMINA	NextSeq 1000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-01-22T10:45:00.000Z	2023-09				MD-MDH-CAU-2400256		USA	North America	Mid-Atlantic	tracheal aspirate	Homo sapiens	3	human
SAMN44727891	SRR31340957	ILLUMINA	NextSeq 2000	PRJNA988017	Candidozyma auris	WGS	PAIRED	2024-11-13T17:59:00.000Z	2024-10				MN-MNPHL-CAU-240287		USA	North America	Central	urine	Homo sapiens	3	human
SAMN46793342	SRR32323054	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-02-12T14:27:00.000Z	2024				UT-UPHL-CAU-2846		USA	North America	Mountain	sputum	Homo sapiens	3	human
SAMN44533470	SRR31192881	ILLUMINA	Illumina MiSeq	PRJNA1167312	Candidozyma auris	WGS	PAIRED	2024-11-01T13:52:00.000Z	2023				TN-SPHL-CAU-S0028		USA	North America	Southeast	sputum	Homo sapiens	3	human
SAMN47007194	SRR32484964	ILLUMINA	Illumina MiSeq	PRJNA979221	Candidozyma auris	WGS	PAIRED	2025-02-25T18:29:00.000Z	2023						USA	North America			Homo sapiens	3	human
SAMN44625217	SRR31272055	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2024-11-07T14:47:00.000Z	2024-10						USA	North America	Midwest	urine	Homo sapiens	3	human
SAMN49474577	SRR34050342	ILLUMINA	NextSeq 1000	PRJNA1279245	Candidozyma auris	RNA-Seq	PAIRED	2025-06-18T19:51:00.000Z										environmental (wastewater)			
SAMN42431855	SRR29780092	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2024-07-11T12:36:00.000Z	2024-06						USA	North America	Midwest	urine	Homo sapiens	3	human
SAMN48288286	SRR33405945	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-01T21:17:00.000Z	2024			Fungal infection	2025CE-CAURIS_05_01_152		USA	North America		clinical	Homo sapiens	3	human
SAMN48848950	SRR33789656	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-06-02T12:14:00.000Z	2024-08						USA	North America	Midwest	urine	Homo sapiens	3	human
